"StateFIPS","State","Year","Hosps","Age_Group","Sex"
27,"Minnesota",2022,0,"0 TO 4","Female"
27,"Minnesota",2022,0,"5 TO 14","Male"
27,"Minnesota",2022,0,"5 TO 14","Female"
27,"Minnesota",2022,5,"15 TO 34","Male"
27,"Minnesota",2022,1,"15 TO 34","Female"
27,"Minnesota",2022,14,"35 TO 64","Male"
27,"Minnesota",2022,4,"35 TO 64","Female"
27,"Minnesota",2022,16,">= 65","Male"
27,"Minnesota",2022,10,">= 65","Female"
29,"Missouri",2000,1,"0 TO 4","Male"
29,"Missouri",2000,0,"0 TO 4","Female"
29,"Missouri",2000,1,"5 TO 14","Male"
29,"Missouri",2000,0,"5 TO 14","Female"
29,"Missouri",2000,30,"15 TO 34","Male"
29,"Missouri",2000,1,"15 TO 34","Female"
29,"Missouri",2000,68,"35 TO 64","Male"
29,"Missouri",2000,16,"35 TO 64","Female"
29,"Missouri",2000,33,">= 65","Male"
29,"Missouri",2000,40,">= 65","Female"
29,"Missouri",2001,2,"0 TO 4","Male"
29,"Missouri",2001,0,"0 TO 4","Female"
29,"Missouri",2001,0,"5 TO 14","Male"
29,"Missouri",2001,1,"5 TO 14","Female"
29,"Missouri",2001,40,"15 TO 34","Male"
29,"Missouri",2001,2,"15 TO 34","Female"
29,"Missouri",2001,82,"35 TO 64","Male"
29,"Missouri",2001,23,"35 TO 64","Female"
29,"Missouri",2001,65,">= 65","Male"
29,"Missouri",2001,51,">= 65","Female"
29,"Missouri",2002,1,"0 TO 4","Male"
29,"Missouri",2002,2,"0 TO 4","Female"
29,"Missouri",2002,2,"5 TO 14","Male"
29,"Missouri",2002,2,"5 TO 14","Female"
29,"Missouri",2002,31,"15 TO 34","Male"
29,"Missouri",2002,4,"15 TO 34","Female"
29,"Missouri",2002,81,"35 TO 64","Male"
29,"Missouri",2002,18,"35 TO 64","Female"
29,"Missouri",2002,48,">= 65","Male"
29,"Missouri",2002,36,">= 65","Female"
29,"Missouri",2003,1,"0 TO 4","Male"
29,"Missouri",2003,0,"0 TO 4","Female"
29,"Missouri",2003,3,"5 TO 14","Male"
29,"Missouri",2003,1,"5 TO 14","Female"
29,"Missouri",2003,23,"15 TO 34","Male"
29,"Missouri",2003,3,"15 TO 34","Female"
29,"Missouri",2003,67,"35 TO 64","Male"
29,"Missouri",2003,22,"35 TO 64","Female"
29,"Missouri",2003,51,">= 65","Male"
29,"Missouri",2003,33,">= 65","Female"
29,"Missouri",2004,2,"0 TO 4","Male"
29,"Missouri",2004,0,"0 TO 4","Female"
29,"Missouri",2004,2,"5 TO 14","Male"
29,"Missouri",2004,0,"5 TO 14","Female"
29,"Missouri",2004,16,"15 TO 34","Male"
29,"Missouri",2004,1,"15 TO 34","Female"
29,"Missouri",2004,39,"35 TO 64","Male"
29,"Missouri",2004,6,"35 TO 64","Female"
29,"Missouri",2004,29,">= 65","Male"
29,"Missouri",2004,17,">= 65","Female"
29,"Missouri",2005,1,"0 TO 4","Male"
29,"Missouri",2005,1,"0 TO 4","Female"
29,"Missouri",2005,3,"5 TO 14","Male"
29,"Missouri",2005,0,"5 TO 14","Female"
29,"Missouri",2005,40,"15 TO 34","Male"
29,"Missouri",2005,2,"15 TO 34","Female"
29,"Missouri",2005,91,"35 TO 64","Male"
29,"Missouri",2005,27,"35 TO 64","Female"
29,"Missouri",2005,38,">= 65","Male"
29,"Missouri",2005,38,">= 65","Female"
29,"Missouri",2006,2,"0 TO 4","Male"
29,"Missouri",2006,0,"0 TO 4","Female"
29,"Missouri",2006,2,"5 TO 14","Male"
29,"Missouri",2006,1,"5 TO 14","Female"
29,"Missouri",2006,48,"15 TO 34","Male"
29,"Missouri",2006,7,"15 TO 34","Female"
29,"Missouri",2006,110,"35 TO 64","Male"
29,"Missouri",2006,46,"35 TO 64","Female"
29,"Missouri",2006,70,">= 65","Male"
29,"Missouri",2006,72,">= 65","Female"
29,"Missouri",2007,0,"0 TO 4","Male"
29,"Missouri",2007,1,"0 TO 4","Female"
29,"Missouri",2007,1,"5 TO 14","Male"
29,"Missouri",2007,0,"5 TO 14","Female"
29,"Missouri",2007,48,"15 TO 34","Male"
29,"Missouri",2007,2,"15 TO 34","Female"
29,"Missouri",2007,80,"35 TO 64","Male"
29,"Missouri",2007,23,"35 TO 64","Female"
29,"Missouri",2007,45,">= 65","Male"
29,"Missouri",2007,40,">= 65","Female"
29,"Missouri",2008,0,"0 TO 4","Male"
29,"Missouri",2008,1,"0 TO 4","Female"
29,"Missouri",2008,1,"5 TO 14","Male"
29,"Missouri",2008,1,"5 TO 14","Female"
29,"Missouri",2008,15,"15 TO 34","Male"
29,"Missouri",2008,2,"15 TO 34","Female"
29,"Missouri",2008,60,"35 TO 64","Male"
29,"Missouri",2008,8,"35 TO 64","Female"
29,"Missouri",2008,45,">= 65","Male"
29,"Missouri",2008,12,">= 65","Female"
29,"Missouri",2009,1,"0 TO 4","Male"
29,"Missouri",2009,0,"0 TO 4","Female"
29,"Missouri",2009,1,"5 TO 14","Male"
29,"Missouri",2009,2,"5 TO 14","Female"
29,"Missouri",2009,26,"15 TO 34","Male"
29,"Missouri",2009,1,"15 TO 34","Female"
29,"Missouri",2009,69,"35 TO 64","Male"
29,"Missouri",2009,19,"35 TO 64","Female"
29,"Missouri",2009,44,">= 65","Male"
29,"Missouri",2009,27,">= 65","Female"
29,"Missouri",2010,1,"0 TO 4","Male"
29,"Missouri",2010,1,"0 TO 4","Female"
29,"Missouri",2010,3,"5 TO 14","Male"
29,"Missouri",2010,0,"5 TO 14","Female"
29,"Missouri",2010,65,"15 TO 34","Male"
29,"Missouri",2010,8,"15 TO 34","Female"
29,"Missouri",2010,168,"35 TO 64","Male"
29,"Missouri",2010,41,"35 TO 64","Female"
29,"Missouri",2010,71,">= 65","Male"
29,"Missouri",2010,37,">= 65","Female"
29,"Missouri",2011,1,"0 TO 4","Male"
29,"Missouri",2011,0,"0 TO 4","Female"
29,"Missouri",2011,0,"5 TO 14","Male"
29,"Missouri",2011,0,"5 TO 14","Female"
29,"Missouri",2011,72,"15 TO 34","Male"
29,"Missouri",2011,7,"15 TO 34","Female"
29,"Missouri",2011,192,"35 TO 64","Male"
29,"Missouri",2011,46,"35 TO 64","Female"
29,"Missouri",2011,95,">= 65","Male"
29,"Missouri",2011,65,">= 65","Female"
29,"Missouri",2012,1,"0 TO 4","Male"
29,"Missouri",2012,0,"0 TO 4","Female"
29,"Missouri",2012,3,"5 TO 14","Male"
29,"Missouri",2012,1,"5 TO 14","Female"
29,"Missouri",2012,70,"15 TO 34","Male"
29,"Missouri",2012,5,"15 TO 34","Female"
29,"Missouri",2012,183,"35 TO 64","Male"
29,"Missouri",2012,32,"35 TO 64","Female"
29,"Missouri",2012,74,">= 65","Male"
29,"Missouri",2012,42,">= 65","Female"
29,"Missouri",2013,0,"0 TO 4","Male"
29,"Missouri",2013,1,"0 TO 4","Female"
29,"Missouri",2013,1,"5 TO 14","Male"
29,"Missouri",2013,0,"5 TO 14","Female"
29,"Missouri",2013,49,"15 TO 34","Male"
29,"Missouri",2013,3,"15 TO 34","Female"
29,"Missouri",2013,91,"35 TO 64","Male"
29,"Missouri",2013,20,"35 TO 64","Female"
29,"Missouri",2013,37,">= 65","Male"
29,"Missouri",2013,15,">= 65","Female"
29,"Missouri",2014,0,"0 TO 4","Male"
29,"Missouri",2014,0,"0 TO 4","Female"
29,"Missouri",2014,0,"5 TO 14","Male"
29,"Missouri",2014,0,"5 TO 14","Female"
29,"Missouri",2014,23,"15 TO 34","Male"
29,"Missouri",2014,3,"15 TO 34","Female"
29,"Missouri",2014,82,"35 TO 64","Male"
29,"Missouri",2014,12,"35 TO 64","Female"
29,"Missouri",2014,27,">= 65","Male"
29,"Missouri",2014,14,">= 65","Female"
29,"Missouri",2015,2,"0 TO 4","Male"
29,"Missouri",2015,0,"0 TO 4","Female"
29,"Missouri",2015,0,"5 TO 14","Male"
29,"Missouri",2015,0,"5 TO 14","Female"
29,"Missouri",2015,56,"15 TO 34","Male"
29,"Missouri",2015,2,"15 TO 34","Female"
29,"Missouri",2015,119,"35 TO 64","Male"
29,"Missouri",2015,20,"35 TO 64","Female"
29,"Missouri",2015,50,">= 65","Male"
29,"Missouri",2015,28,">= 65","Female"
29,"Missouri",2016,2,"0 TO 4","Male"
29,"Missouri",2016,1,"0 TO 4","Female"
29,"Missouri",2016,1,"5 TO 14","Male"
29,"Missouri",2016,2,"5 TO 14","Female"
29,"Missouri",2016,44,"15 TO 34","Male"
29,"Missouri",2016,9,"15 TO 34","Female"
29,"Missouri",2016,157,"35 TO 64","Male"
29,"Missouri",2016,30,"35 TO 64","Female"
29,"Missouri",2016,76,">= 65","Male"
29,"Missouri",2016,28,">= 65","Female"
29,"Missouri",2017,0,"0 TO 4","Male"
29,"Missouri",2017,0,"0 TO 4","Female"
29,"Missouri",2017,0,"5 TO 14","Male"
29,"Missouri",2017,0,"5 TO 14","Female"
29,"Missouri",2017,27,"15 TO 34","Male"
29,"Missouri",2017,4,"15 TO 34","Female"
29,"Missouri",2017,102,"35 TO 64","Male"
29,"Missouri",2017,21,"35 TO 64","Female"
29,"Missouri",2017,40,">= 65","Male"
29,"Missouri",2017,24,">= 65","Female"
29,"Missouri",2018,1,"0 TO 4","Male"
29,"Missouri",2018,0,"0 TO 4","Female"
29,"Missouri",2018,2,"5 TO 14","Male"
29,"Missouri",2018,0,"5 TO 14","Female"
29,"Missouri",2018,61,"15 TO 34","Male"
29,"Missouri",2018,4,"15 TO 34","Female"
29,"Missouri",2018,147,"35 TO 64","Male"
29,"Missouri",2018,26,"35 TO 64","Female"
29,"Missouri",2018,68,">= 65","Male"
29,"Missouri",2018,40,">= 65","Female"
29,"Missouri",2019,0,"0 TO 4","Male"
29,"Missouri",2019,1,"0 TO 4","Female"
29,"Missouri",2019,1,"5 TO 14","Male"
29,"Missouri",2019,1,"5 TO 14","Female"
29,"Missouri",2019,38,"15 TO 34","Male"
29,"Missouri",2019,2,"15 TO 34","Female"
29,"Missouri",2019,108,"35 TO 64","Male"
29,"Missouri",2019,16,"35 TO 64","Female"
29,"Missouri",2019,69,">= 65","Male"
29,"Missouri",2019,23,">= 65","Female"
29,"Missouri",2020,1,"0 TO 4","Male"
29,"Missouri",2020,0,"0 TO 4","Female"
29,"Missouri",2020,0,"5 TO 14","Male"
29,"Missouri",2020,0,"5 TO 14","Female"
29,"Missouri",2020,21,"15 TO 34","Male"
29,"Missouri",2020,2,"15 TO 34","Female"
29,"Missouri",2020,56,"35 TO 64","Male"
29,"Missouri",2020,15,"35 TO 64","Female"
29,"Missouri",2020,43,">= 65","Male"
29,"Missouri",2020,30,">= 65","Female"
29,"Missouri",2021,0,"0 TO 4","Male"
29,"Missouri",2021,1,"0 TO 4","Female"
29,"Missouri",2021,2,"5 TO 14","Male"
29,"Missouri",2021,0,"5 TO 14","Female"
29,"Missouri",2021,33,"15 TO 34","Male"
29,"Missouri",2021,5,"15 TO 34","Female"
29,"Missouri",2021,92,"35 TO 64","Male"
29,"Missouri",2021,24,"35 TO 64","Female"
29,"Missouri",2021,48,">= 65","Male"
29,"Missouri",2021,25,">= 65","Female"
29,"Missouri",2022,2,"0 TO 4","Male"
29,"Missouri",2022,2,"0 TO 4","Female"
29,"Missouri",2022,1,"5 TO 14","Male"
29,"Missouri",2022,1,"5 TO 14","Female"
29,"Missouri",2022,44,"15 TO 34","Male"
29,"Missouri",2022,4,"15 TO 34","Female"
29,"Missouri",2022,128,"35 TO 64","Male"
29,"Missouri",2022,27,"35 TO 64","Female"
29,"Missouri",2022,72,">= 65","Male"
29,"Missouri",2022,45,">= 65","Female"
31,"Nebraska",2014,0,"0 TO 4","Male"
31,"Nebraska",2014,0,"0 TO 4","Female"
31,"Nebraska",2014,0,"5 TO 14","Male"
31,"Nebraska",2014,0,"5 TO 14","Female"
31,"Nebraska",2014,1,"15 TO 34","Male"
31,"Nebraska",2014,0,"15 TO 34","Female"
31,"Nebraska",2014,5,"35 TO 64","Male"
31,"Nebraska",2014,0,"35 TO 64","Female"
31,"Nebraska",2014,1,">= 65","Male"
31,"Nebraska",2014,2,">= 65","Female"
31,"Nebraska",2015,0,"0 TO 4","Male"
31,"Nebraska",2015,0,"0 TO 4","Female"
31,"Nebraska",2015,0,"5 TO 14","Male"
31,"Nebraska",2015,0,"5 TO 14","Female"
31,"Nebraska",2015,1,"15 TO 34","Male"
31,"Nebraska",2015,0,"15 TO 34","Female"
31,"Nebraska",2015,7,"35 TO 64","Male"
31,"Nebraska",2015,1,"35 TO 64","Female"
31,"Nebraska",2015,5,">= 65","Male"
31,"Nebraska",2015,2,">= 65","Female"
31,"Nebraska",2016,0,"0 TO 4","Male"
31,"Nebraska",2016,0,"0 TO 4","Female"
31,"Nebraska",2016,0,"5 TO 14","Male"
31,"Nebraska",2016,0,"5 TO 14","Female"
31,"Nebraska",2016,2,"15 TO 34","Male"
31,"Nebraska",2016,0,"15 TO 34","Female"
31,"Nebraska",2016,14,"35 TO 64","Male"
31,"Nebraska",2016,3,"35 TO 64","Female"
31,"Nebraska",2016,15,">= 65","Male"
31,"Nebraska",2016,6,">= 65","Female"
31,"Nebraska",2017,0,"0 TO 4","Male"
31,"Nebraska",2017,0,"0 TO 4","Female"
31,"Nebraska",2017,0,"5 TO 14","Male"
31,"Nebraska",2017,0,"5 TO 14","Female"
31,"Nebraska",2017,2,"15 TO 34","Male"
31,"Nebraska",2017,0,"15 TO 34","Female"
31,"Nebraska",2017,15,"35 TO 64","Male"
31,"Nebraska",2017,4,"35 TO 64","Female"
31,"Nebraska",2017,12,">= 65","Male"
31,"Nebraska",2017,6,">= 65","Female"
31,"Nebraska",2018,0,"0 TO 4","Male"
31,"Nebraska",2018,0,"0 TO 4","Female"
31,"Nebraska",2018,0,"5 TO 14","Male"
31,"Nebraska",2018,0,"5 TO 14","Female"
31,"Nebraska",2018,6,"15 TO 34","Male"
31,"Nebraska",2018,1,"15 TO 34","Female"
31,"Nebraska",2018,8,"35 TO 64","Male"
31,"Nebraska",2018,2,"35 TO 64","Female"
31,"Nebraska",2018,16,">= 65","Male"
31,"Nebraska",2018,5,">= 65","Female"
31,"Nebraska",2019,0,"0 TO 4","Male"
31,"Nebraska",2019,0,"0 TO 4","Female"
31,"Nebraska",2019,0,"5 TO 14","Male"
31,"Nebraska",2019,0,"5 TO 14","Female"
31,"Nebraska",2019,5,"15 TO 34","Male"
31,"Nebraska",2019,0,"15 TO 34","Female"
31,"Nebraska",2019,17,"35 TO 64","Male"
31,"Nebraska",2019,2,"35 TO 64","Female"
31,"Nebraska",2019,14,">= 65","Male"
31,"Nebraska",2019,4,">= 65","Female"
31,"Nebraska",2020,0,"0 TO 4","Male"
31,"Nebraska",2020,0,"0 TO 4","Female"
31,"Nebraska",2020,0,"5 TO 14","Male"
31,"Nebraska",2020,0,"5 TO 14","Female"
31,"Nebraska",2020,5,"15 TO 34","Male"
31,"Nebraska",2020,0,"15 TO 34","Female"
31,"Nebraska",2020,12,"35 TO 64","Male"
31,"Nebraska",2020,4,"35 TO 64","Female"
31,"Nebraska",2020,8,">= 65","Male"
31,"Nebraska",2020,6,">= 65","Female"
31,"Nebraska",2021,0,"0 TO 4","Male"
31,"Nebraska",2021,0,"0 TO 4","Female"
31,"Nebraska",2021,0,"5 TO 14","Male"
31,"Nebraska",2021,0,"5 TO 14","Female"
31,"Nebraska",2021,6,"15 TO 34","Male"
31,"Nebraska",2021,0,"15 TO 34","Female"
31,"Nebraska",2021,9,"35 TO 64","Male"
31,"Nebraska",2021,2,"35 TO 64","Female"
31,"Nebraska",2021,10,">= 65","Male"
31,"Nebraska",2021,7,">= 65","Female"
31,"Nebraska",2022,0,"0 TO 4","Male"
31,"Nebraska",2022,0,"0 TO 4","Female"
31,"Nebraska",2022,1,"5 TO 14","Male"
31,"Nebraska",2022,0,"5 TO 14","Female"
31,"Nebraska",2022,7,"15 TO 34","Male"
31,"Nebraska",2022,0,"15 TO 34","Female"
31,"Nebraska",2022,12,"35 TO 64","Male"
31,"Nebraska",2022,2,"35 TO 64","Female"
31,"Nebraska",2022,14,">= 65","Male"
31,"Nebraska",2022,8,">= 65","Female"
33,"New Hampshire",2000,0,"0 TO 4","Male"
33,"New Hampshire",2000,0,"0 TO 4","Female"
33,"New Hampshire",2000,0,"5 TO 14","Male"
33,"New Hampshire",2000,0,"5 TO 14","Female"
33,"New Hampshire",2000,1,"15 TO 34","Male"
33,"New Hampshire",2000,0,"15 TO 34","Female"
33,"New Hampshire",2000,1,"35 TO 64","Male"
33,"New Hampshire",2000,0,"35 TO 64","Female"
33,"New Hampshire",2000,0,">= 65","Male"
33,"New Hampshire",2000,1,">= 65","Female"
33,"New Hampshire",2001,0,"0 TO 4","Male"
33,"New Hampshire",2001,0,"0 TO 4","Female"
33,"New Hampshire",2001,0,"5 TO 14","Male"
33,"New Hampshire",2001,0,"5 TO 14","Female"
33,"New Hampshire",2001,2,"15 TO 34","Male"
33,"New Hampshire",2001,0,"15 TO 34","Female"
33,"New Hampshire",2001,3,"35 TO 64","Male"
33,"New Hampshire",2001,0,"35 TO 64","Female"
33,"New Hampshire",2001,4,">= 65","Male"
33,"New Hampshire",2001,2,">= 65","Female"
33,"New Hampshire",2002,0,"0 TO 4","Male"
33,"New Hampshire",2002,0,"0 TO 4","Female"
33,"New Hampshire",2002,0,"5 TO 14","Male"
33,"New Hampshire",2002,0,"5 TO 14","Female"
33,"New Hampshire",2002,1,"15 TO 34","Male"
33,"New Hampshire",2002,0,"15 TO 34","Female"
33,"New Hampshire",2002,1,"35 TO 64","Male"
33,"New Hampshire",2002,0,"35 TO 64","Female"
33,"New Hampshire",2002,4,">= 65","Male"
33,"New Hampshire",2002,6,">= 65","Female"
33,"New Hampshire",2003,0,"0 TO 4","Male"
33,"New Hampshire",2003,0,"0 TO 4","Female"
33,"New Hampshire",2003,0,"5 TO 14","Male"
33,"New Hampshire",2003,0,"5 TO 14","Female"
33,"New Hampshire",2003,0,"15 TO 34","Male"
33,"New Hampshire",2003,1,"15 TO 34","Female"
33,"New Hampshire",2003,5,"35 TO 64","Male"
33,"New Hampshire",2003,1,"35 TO 64","Female"
33,"New Hampshire",2003,3,">= 65","Male"
33,"New Hampshire",2003,2,">= 65","Female"
33,"New Hampshire",2004,0,"0 TO 4","Male"
33,"New Hampshire",2004,0,"0 TO 4","Female"
33,"New Hampshire",2004,0,"5 TO 14","Male"
33,"New Hampshire",2004,0,"5 TO 14","Female"
33,"New Hampshire",2004,0,"15 TO 34","Male"
33,"New Hampshire",2004,0,"15 TO 34","Female"
33,"New Hampshire",2004,1,"35 TO 64","Male"
33,"New Hampshire",2004,0,"35 TO 64","Female"
33,"New Hampshire",2004,2,">= 65","Male"
33,"New Hampshire",2004,0,">= 65","Female"
33,"New Hampshire",2005,0,"0 TO 4","Male"
33,"New Hampshire",2005,0,"0 TO 4","Female"
33,"New Hampshire",2005,0,"5 TO 14","Male"
33,"New Hampshire",2005,0,"5 TO 14","Female"
33,"New Hampshire",2005,0,"15 TO 34","Male"
33,"New Hampshire",2005,0,"15 TO 34","Female"
33,"New Hampshire",2005,2,"35 TO 64","Male"
33,"New Hampshire",2005,1,"35 TO 64","Female"
33,"New Hampshire",2005,2,">= 65","Male"
33,"New Hampshire",2005,6,">= 65","Female"
33,"New Hampshire",2006,0,"0 TO 4","Male"
33,"New Hampshire",2006,0,"0 TO 4","Female"
33,"New Hampshire",2006,0,"5 TO 14","Male"
33,"New Hampshire",2006,0,"5 TO 14","Female"
33,"New Hampshire",2006,2,"15 TO 34","Male"
33,"New Hampshire",2006,0,"15 TO 34","Female"
33,"New Hampshire",2006,3,"35 TO 64","Male"
33,"New Hampshire",2006,0,"35 TO 64","Female"
33,"New Hampshire",2006,8,">= 65","Male"
33,"New Hampshire",2006,4,">= 65","Female"
33,"New Hampshire",2007,0,"0 TO 4","Male"
33,"New Hampshire",2007,0,"0 TO 4","Female"
33,"New Hampshire",2007,0,"5 TO 14","Male"
33,"New Hampshire",2007,0,"5 TO 14","Female"
33,"New Hampshire",2007,0,"15 TO 34","Male"
33,"New Hampshire",2007,0,"15 TO 34","Female"
33,"New Hampshire",2007,2,"35 TO 64","Male"
33,"New Hampshire",2007,0,"35 TO 64","Female"
33,"New Hampshire",2007,4,">= 65","Male"
33,"New Hampshire",2007,4,">= 65","Female"
33,"New Hampshire",2008,0,"0 TO 4","Male"
33,"New Hampshire",2008,0,"0 TO 4","Female"
33,"New Hampshire",2008,0,"5 TO 14","Male"
33,"New Hampshire",2008,0,"5 TO 14","Female"
33,"New Hampshire",2008,0,"15 TO 34","Male"
33,"New Hampshire",2008,0,"15 TO 34","Female"
33,"New Hampshire",2008,1,"35 TO 64","Male"
33,"New Hampshire",2008,1,"35 TO 64","Female"
33,"New Hampshire",2008,1,">= 65","Male"
33,"New Hampshire",2008,3,">= 65","Female"
33,"New Hampshire",2009,0,"0 TO 4","Male"
33,"New Hampshire",2009,0,"0 TO 4","Female"
33,"New Hampshire",2009,0,"5 TO 14","Male"
33,"New Hampshire",2009,0,"5 TO 14","Female"
33,"New Hampshire",2009,1,"15 TO 34","Male"
33,"New Hampshire",2009,0,"15 TO 34","Female"
33,"New Hampshire",2009,1,"35 TO 64","Male"
33,"New Hampshire",2009,1,"35 TO 64","Female"
33,"New Hampshire",2009,4,">= 65","Male"
33,"New Hampshire",2009,1,">= 65","Female"
33,"New Hampshire",2010,0,"0 TO 4","Male"
33,"New Hampshire",2010,0,"0 TO 4","Female"
33,"New Hampshire",2010,0,"5 TO 14","Male"
33,"New Hampshire",2010,0,"5 TO 14","Female"
33,"New Hampshire",2010,0,"15 TO 34","Male"
33,"New Hampshire",2010,0,"15 TO 34","Female"
33,"New Hampshire",2010,8,"35 TO 64","Male"
33,"New Hampshire",2010,3,"35 TO 64","Female"
33,"New Hampshire",2010,6,">= 65","Male"
33,"New Hampshire",2010,8,">= 65","Female"
33,"New Hampshire",2011,0,"0 TO 4","Male"
33,"New Hampshire",2011,0,"0 TO 4","Female"
33,"New Hampshire",2011,0,"5 TO 14","Male"
33,"New Hampshire",2011,0,"5 TO 14","Female"
33,"New Hampshire",2011,2,"15 TO 34","Male"
33,"New Hampshire",2011,1,"15 TO 34","Female"
33,"New Hampshire",2011,3,"35 TO 64","Male"
33,"New Hampshire",2011,2,"35 TO 64","Female"
33,"New Hampshire",2011,0,">= 65","Male"
33,"New Hampshire",2011,4,">= 65","Female"
33,"New Hampshire",2012,0,"0 TO 4","Male"
33,"New Hampshire",2012,0,"0 TO 4","Female"
33,"New Hampshire",2012,0,"5 TO 14","Male"
33,"New Hampshire",2012,0,"5 TO 14","Female"
33,"New Hampshire",2012,3,"15 TO 34","Male"
33,"New Hampshire",2012,0,"15 TO 34","Female"
33,"New Hampshire",2012,4,"35 TO 64","Male"
33,"New Hampshire",2012,1,"35 TO 64","Female"
33,"New Hampshire",2012,5,">= 65","Male"
33,"New Hampshire",2012,2,">= 65","Female"
33,"New Hampshire",2013,0,"0 TO 4","Male"
33,"New Hampshire",2013,0,"0 TO 4","Female"
33,"New Hampshire",2013,0,"5 TO 14","Male"
33,"New Hampshire",2013,0,"5 TO 14","Female"
33,"New Hampshire",2013,1,"15 TO 34","Male"
33,"New Hampshire",2013,0,"15 TO 34","Female"
33,"New Hampshire",2013,3,"35 TO 64","Male"
33,"New Hampshire",2013,4,"35 TO 64","Female"
33,"New Hampshire",2013,2,">= 65","Male"
33,"New Hampshire",2013,3,">= 65","Female"
33,"New Hampshire",2014,0,"0 TO 4","Male"
33,"New Hampshire",2014,0,"0 TO 4","Female"
33,"New Hampshire",2014,0,"5 TO 14","Male"
33,"New Hampshire",2014,0,"5 TO 14","Female"
33,"New Hampshire",2014,2,"15 TO 34","Male"
33,"New Hampshire",2014,0,"15 TO 34","Female"
33,"New Hampshire",2014,7,"35 TO 64","Male"
33,"New Hampshire",2014,1,"35 TO 64","Female"
33,"New Hampshire",2014,2,">= 65","Male"
33,"New Hampshire",2014,0,">= 65","Female"
33,"New Hampshire",2015,0,"0 TO 4","Male"
33,"New Hampshire",2015,0,"0 TO 4","Female"
33,"New Hampshire",2015,0,"5 TO 14","Male"
33,"New Hampshire",2015,0,"5 TO 14","Female"
33,"New Hampshire",2015,1,"15 TO 34","Male"
33,"New Hampshire",2015,0,"15 TO 34","Female"
33,"New Hampshire",2015,5,"35 TO 64","Male"
33,"New Hampshire",2015,0,"35 TO 64","Female"
33,"New Hampshire",2015,2,">= 65","Male"
33,"New Hampshire",2015,2,">= 65","Female"
33,"New Hampshire",2016,0,"0 TO 4","Male"
33,"New Hampshire",2016,0,"0 TO 4","Female"
33,"New Hampshire",2016,0,"5 TO 14","Male"
33,"New Hampshire",2016,0,"5 TO 14","Female"
33,"New Hampshire",2016,2,"15 TO 34","Male"
33,"New Hampshire",2016,0,"15 TO 34","Female"
33,"New Hampshire",2016,1,"35 TO 64","Male"
33,"New Hampshire",2016,0,"35 TO 64","Female"
33,"New Hampshire",2016,3,">= 65","Male"
33,"New Hampshire",2016,2,">= 65","Female"
33,"New Hampshire",2017,0,"0 TO 4","Male"
33,"New Hampshire",2017,0,"0 TO 4","Female"
33,"New Hampshire",2017,0,"5 TO 14","Male"
33,"New Hampshire",2017,0,"5 TO 14","Female"
33,"New Hampshire",2017,0,"15 TO 34","Male"
33,"New Hampshire",2017,0,"15 TO 34","Female"
33,"New Hampshire",2017,4,"35 TO 64","Male"
33,"New Hampshire",2017,2,"35 TO 64","Female"
33,"New Hampshire",2017,3,">= 65","Male"
33,"New Hampshire",2017,3,">= 65","Female"
33,"New Hampshire",2018,0,"0 TO 4","Male"
33,"New Hampshire",2018,0,"0 TO 4","Female"
33,"New Hampshire",2018,0,"5 TO 14","Male"
33,"New Hampshire",2018,0,"5 TO 14","Female"
33,"New Hampshire",2018,0,"15 TO 34","Male"
33,"New Hampshire",2018,0,"15 TO 34","Female"
33,"New Hampshire",2018,5,"35 TO 64","Male"
33,"New Hampshire",2018,3,"35 TO 64","Female"
33,"New Hampshire",2018,3,">= 65","Male"
33,"New Hampshire",2018,1,">= 65","Female"
33,"New Hampshire",2019,0,"0 TO 4","Male"
33,"New Hampshire",2019,0,"0 TO 4","Female"
33,"New Hampshire",2019,0,"5 TO 14","Male"
33,"New Hampshire",2019,0,"5 TO 14","Female"
33,"New Hampshire",2019,4,"15 TO 34","Male"
33,"New Hampshire",2019,1,"15 TO 34","Female"
33,"New Hampshire",2019,2,"35 TO 64","Male"
33,"New Hampshire",2019,1,"35 TO 64","Female"
33,"New Hampshire",2019,3,">= 65","Male"
33,"New Hampshire",2019,3,">= 65","Female"
33,"New Hampshire",2020,0,"0 TO 4","Male"
33,"New Hampshire",2020,0,"0 TO 4","Female"
33,"New Hampshire",2020,0,"5 TO 14","Male"
33,"New Hampshire",2020,0,"5 TO 14","Female"
33,"New Hampshire",2020,2,"15 TO 34","Male"
33,"New Hampshire",2020,0,"15 TO 34","Female"
33,"New Hampshire",2020,5,"35 TO 64","Male"
33,"New Hampshire",2020,1,"35 TO 64","Female"
33,"New Hampshire",2020,8,">= 65","Male"
33,"New Hampshire",2020,1,">= 65","Female"
33,"New Hampshire",2021,0,"0 TO 4","Male"
33,"New Hampshire",2021,0,"0 TO 4","Female"
33,"New Hampshire",2021,0,"5 TO 14","Male"
33,"New Hampshire",2021,0,"5 TO 14","Female"
33,"New Hampshire",2021,3,"15 TO 34","Male"
33,"New Hampshire",2021,0,"15 TO 34","Female"
33,"New Hampshire",2021,6,"35 TO 64","Male"
33,"New Hampshire",2021,2,"35 TO 64","Female"
33,"New Hampshire",2021,6,">= 65","Male"
33,"New Hampshire",2021,5,">= 65","Female"
34,"New Jersey",2000,0,"0 TO 4","Male"
