"StateFIPS","State","Year","ER.Visits","Age_Group","Sex"
29,"Missouri",2004,78,">= 65","Male"
29,"Missouri",2004,42,">= 65","Female"
29,"Missouri",2005,24,"0 TO 4","Male"
29,"Missouri",2005,17,"0 TO 4","Female"
29,"Missouri",2005,72,"5 TO 14","Male"
29,"Missouri",2005,51,"5 TO 14","Female"
29,"Missouri",2005,600,"15 TO 34","Male"
29,"Missouri",2005,203,"15 TO 34","Female"
29,"Missouri",2005,561,"35 TO 64","Male"
29,"Missouri",2005,205,"35 TO 64","Female"
29,"Missouri",2005,118,">= 65","Male"
29,"Missouri",2005,110,">= 65","Female"
29,"Missouri",2006,37,"0 TO 4","Male"
29,"Missouri",2006,19,"0 TO 4","Female"
29,"Missouri",2006,39,"5 TO 14","Male"
29,"Missouri",2006,43,"5 TO 14","Female"
29,"Missouri",2006,611,"15 TO 34","Male"
29,"Missouri",2006,231,"15 TO 34","Female"
29,"Missouri",2006,665,"35 TO 64","Male"
29,"Missouri",2006,281,"35 TO 64","Female"
29,"Missouri",2006,182,">= 65","Male"
29,"Missouri",2006,175,">= 65","Female"
29,"Missouri",2007,20,"0 TO 4","Male"
29,"Missouri",2007,10,"0 TO 4","Female"
29,"Missouri",2007,46,"5 TO 14","Male"
29,"Missouri",2007,30,"5 TO 14","Female"
29,"Missouri",2007,617,"15 TO 34","Male"
29,"Missouri",2007,184,"15 TO 34","Female"
29,"Missouri",2007,610,"35 TO 64","Male"
29,"Missouri",2007,257,"35 TO 64","Female"
29,"Missouri",2007,149,">= 65","Male"
29,"Missouri",2007,118,">= 65","Female"
29,"Missouri",2008,22,"0 TO 4","Male"
29,"Missouri",2008,8,"0 TO 4","Female"
29,"Missouri",2008,43,"5 TO 14","Male"
29,"Missouri",2008,23,"5 TO 14","Female"
29,"Missouri",2008,388,"15 TO 34","Male"
29,"Missouri",2008,117,"15 TO 34","Female"
29,"Missouri",2008,439,"35 TO 64","Male"
29,"Missouri",2008,139,"35 TO 64","Female"
29,"Missouri",2008,109,">= 65","Male"
29,"Missouri",2008,46,">= 65","Female"
29,"Missouri",2009,11,"0 TO 4","Male"
29,"Missouri",2009,6,"0 TO 4","Female"
29,"Missouri",2009,36,"5 TO 14","Male"
29,"Missouri",2009,27,"5 TO 14","Female"
29,"Missouri",2009,374,"15 TO 34","Male"
29,"Missouri",2009,135,"15 TO 34","Female"
29,"Missouri",2009,434,"35 TO 64","Male"
29,"Missouri",2009,180,"35 TO 64","Female"
29,"Missouri",2009,111,">= 65","Male"
29,"Missouri",2009,73,">= 65","Female"
29,"Missouri",2010,13,"0 TO 4","Male"
29,"Missouri",2010,10,"0 TO 4","Female"
29,"Missouri",2010,73,"5 TO 14","Male"
29,"Missouri",2010,46,"5 TO 14","Female"
29,"Missouri",2010,768,"15 TO 34","Male"
29,"Missouri",2010,252,"15 TO 34","Female"
29,"Missouri",2010,901,"35 TO 64","Male"
29,"Missouri",2010,344,"35 TO 64","Female"
29,"Missouri",2010,182,">= 65","Male"
29,"Missouri",2010,115,">= 65","Female"
29,"Missouri",2011,20,"0 TO 4","Male"
29,"Missouri",2011,17,"0 TO 4","Female"
29,"Missouri",2011,92,"5 TO 14","Male"
29,"Missouri",2011,71,"5 TO 14","Female"
29,"Missouri",2011,990,"15 TO 34","Male"
29,"Missouri",2011,367,"15 TO 34","Female"
29,"Missouri",2011,439,"35 TO 64","Female"
29,"Missouri",2011,241,">= 65","Male"
29,"Missouri",2011,181,">= 65","Female"
29,"Missouri",2012,22,"0 TO 4","Male"
29,"Missouri",2012,22,"0 TO 4","Female"
29,"Missouri",2012,79,"5 TO 14","Male"
29,"Missouri",2012,69,"5 TO 14","Female"
29,"Missouri",2012,842,"15 TO 34","Male"
29,"Missouri",2012,362,"15 TO 34","Female"
29,"Missouri",2012,944,"35 TO 64","Male"
29,"Missouri",2012,422,"35 TO 64","Female"
29,"Missouri",2012,238,">= 65","Male"
29,"Missouri",2012,170,">= 65","Female"
29,"Missouri",2013,13,"0 TO 4","Male"
29,"Missouri",2013,11,"0 TO 4","Female"
29,"Missouri",2013,51,"5 TO 14","Male"
29,"Missouri",2013,27,"5 TO 14","Female"
29,"Missouri",2013,525,"15 TO 34","Male"
29,"Missouri",2013,189,"15 TO 34","Female"
29,"Missouri",2013,605,"35 TO 64","Male"
29,"Missouri",2013,202,"35 TO 64","Female"
29,"Missouri",2013,147,">= 65","Male"
29,"Missouri",2013,76,">= 65","Female"
29,"Missouri",2014,14,"0 TO 4","Male"
29,"Missouri",2014,17,"0 TO 4","Female"
29,"Missouri",2014,61,"5 TO 14","Male"
29,"Missouri",2014,38,"5 TO 14","Female"
29,"Missouri",2014,520,"15 TO 34","Male"
29,"Missouri",2014,167,"15 TO 34","Female"
29,"Missouri",2014,591,"35 TO 64","Male"
29,"Missouri",2014,193,"35 TO 64","Female"
29,"Missouri",2014,131,">= 65","Male"
29,"Missouri",2014,93,">= 65","Female"
29,"Missouri",2015,11,"0 TO 4","Male"
29,"Missouri",2015,19,"0 TO 4","Female"
29,"Missouri",2015,46,"5 TO 14","Male"
29,"Missouri",2015,41,"5 TO 14","Female"
29,"Missouri",2015,685,"15 TO 34","Male"
29,"Missouri",2015,213,"15 TO 34","Female"
29,"Missouri",2015,857,"35 TO 64","Male"
29,"Missouri",2015,260,"35 TO 64","Female"
29,"Missouri",2015,186,">= 65","Male"
29,"Missouri",2015,96,">= 65","Female"
29,"Missouri",2016,17,"0 TO 4","Male"
29,"Missouri",2016,11,"0 TO 4","Female"
29,"Missouri",2016,70,"5 TO 14","Male"
29,"Missouri",2016,54,"5 TO 14","Female"
29,"Missouri",2016,849,"15 TO 34","Male"
29,"Missouri",2016,287,"15 TO 34","Female"
29,"Missouri",2016,993,"35 TO 64","Male"
29,"Missouri",2016,403,"35 TO 64","Female"
29,"Missouri",2016,230,">= 65","Male"
29,"Missouri",2016,123,">= 65","Female"
29,"Missouri",2017,10,"0 TO 4","Male"
29,"Missouri",2017,8,"0 TO 4","Female"
29,"Missouri",2017,64,"5 TO 14","Male"
29,"Missouri",2017,38,"5 TO 14","Female"
29,"Missouri",2017,494,"15 TO 34","Male"
29,"Missouri",2017,214,"15 TO 34","Female"
29,"Missouri",2017,633,"35 TO 64","Male"
29,"Missouri",2017,268,"35 TO 64","Female"
29,"Missouri",2017,161,">= 65","Male"
29,"Missouri",2017,99,">= 65","Female"
29,"Missouri",2018,14,"0 TO 4","Male"
29,"Missouri",2018,11,"0 TO 4","Female"
29,"Missouri",2018,80,"5 TO 14","Male"
29,"Missouri",2018,49,"5 TO 14","Female"
29,"Missouri",2018,661,"15 TO 34","Male"
29,"Missouri",2018,284,"15 TO 34","Female"
29,"Missouri",2018,783,"35 TO 64","Male"
29,"Missouri",2018,361,"35 TO 64","Female"
29,"Missouri",2018,203,">= 65","Male"
29,"Missouri",2018,99,">= 65","Female"
29,"Missouri",2019,13,"0 TO 4","Male"
29,"Missouri",2019,8,"0 TO 4","Female"
29,"Missouri",2019,51,"5 TO 14","Male"
29,"Missouri",2019,43,"5 TO 14","Female"
29,"Missouri",2019,626,"15 TO 34","Male"
29,"Missouri",2019,220,"15 TO 34","Female"
29,"Missouri",2019,816,"35 TO 64","Male"
29,"Missouri",2019,260,"35 TO 64","Female"
29,"Missouri",2019,243,">= 65","Male"
29,"Missouri",2019,129,">= 65","Female"
29,"Missouri",2020,9,"0 TO 4","Male"
29,"Missouri",2020,2,"0 TO 4","Female"
29,"Missouri",2020,20,"5 TO 14","Male"
29,"Missouri",2020,22,"5 TO 14","Female"
29,"Missouri",2020,383,"15 TO 34","Male"
29,"Missouri",2020,132,"15 TO 34","Female"
29,"Missouri",2020,617,"35 TO 64","Male"
29,"Missouri",2020,191,"35 TO 64","Female"
29,"Missouri",2020,206,">= 65","Male"
29,"Missouri",2020,84,">= 65","Female"
29,"Missouri",2021,11,"0 TO 4","Male"
29,"Missouri",2021,9,"0 TO 4","Female"
29,"Missouri",2021,39,"5 TO 14","Male"
29,"Missouri",2021,28,"5 TO 14","Female"
29,"Missouri",2021,472,"15 TO 34","Male"
29,"Missouri",2021,172,"15 TO 34","Female"
29,"Missouri",2021,634,"35 TO 64","Male"
29,"Missouri",2021,225,"35 TO 64","Female"
29,"Missouri",2021,230,">= 65","Male"
29,"Missouri",2021,117,">= 65","Female"
29,"Missouri",2022,16,"0 TO 4","Male"
29,"Missouri",2022,11,"0 TO 4","Female"
29,"Missouri",2022,56,"5 TO 14","Male"
29,"Missouri",2022,49,"5 TO 14","Female"
29,"Missouri",2022,649,"15 TO 34","Male"
29,"Missouri",2022,273,"15 TO 34","Female"
29,"Missouri",2022,971,"35 TO 64","Male"
29,"Missouri",2022,349,"35 TO 64","Female"
29,"Missouri",2022,361,">= 65","Male"
29,"Missouri",2022,201,">= 65","Female"
31,"Nebraska",2014,1,"0 TO 4","Male"
31,"Nebraska",2014,2,"0 TO 4","Female"
31,"Nebraska",2014,11,"5 TO 14","Male"
31,"Nebraska",2014,10,"5 TO 14","Female"
31,"Nebraska",2014,83,"15 TO 34","Male"
31,"Nebraska",2014,30,"15 TO 34","Female"
31,"Nebraska",2014,68,"35 TO 64","Male"
31,"Nebraska",2014,24,"35 TO 64","Female"
31,"Nebraska",2014,31,">= 65","Male"
31,"Nebraska",2014,11,">= 65","Female"
31,"Nebraska",2015,5,"0 TO 4","Male"
31,"Nebraska",2015,0,"0 TO 4","Female"
31,"Nebraska",2015,11,"5 TO 14","Male"
31,"Nebraska",2015,13,"5 TO 14","Female"
31,"Nebraska",2015,75,"15 TO 34","Male"
31,"Nebraska",2015,49,"15 TO 34","Female"
31,"Nebraska",2015,90,"35 TO 64","Male"
31,"Nebraska",2015,42,"35 TO 64","Female"
31,"Nebraska",2015,36,">= 65","Male"
31,"Nebraska",2015,23,">= 65","Female"
31,"Nebraska",2016,3,"0 TO 4","Male"
31,"Nebraska",2016,0,"0 TO 4","Female"
31,"Nebraska",2016,22,"5 TO 14","Male"
31,"Nebraska",2016,22,"5 TO 14","Female"
31,"Nebraska",2016,118,"15 TO 34","Male"
31,"Nebraska",2016,56,"15 TO 34","Female"
31,"Nebraska",2016,135,"35 TO 64","Male"
31,"Nebraska",2016,54,"35 TO 64","Female"
31,"Nebraska",2016,51,">= 65","Male"
31,"Nebraska",2016,26,">= 65","Female"
31,"Nebraska",2017,1,"0 TO 4","Male"
31,"Nebraska",2017,3,"0 TO 4","Female"
31,"Nebraska",2017,12,"5 TO 14","Male"
31,"Nebraska",2017,26,"5 TO 14","Female"
31,"Nebraska",2017,101,"15 TO 34","Male"
31,"Nebraska",2017,57,"15 TO 34","Female"
31,"Nebraska",2017,95,"35 TO 64","Male"
31,"Nebraska",2017,48,"35 TO 64","Female"
31,"Nebraska",2017,54,">= 65","Male"
31,"Nebraska",2017,30,">= 65","Female"
31,"Nebraska",2018,3,"0 TO 4","Male"
31,"Nebraska",2018,1,"0 TO 4","Female"
31,"Nebraska",2018,13,"5 TO 14","Male"
31,"Nebraska",2018,20,"5 TO 14","Female"
31,"Nebraska",2018,94,"15 TO 34","Male"
31,"Nebraska",2018,70,"15 TO 34","Female"
31,"Nebraska",2018,120,"35 TO 64","Male"
31,"Nebraska",2018,53,"35 TO 64","Female"
31,"Nebraska",2018,63,">= 65","Male"
31,"Nebraska",2018,40,">= 65","Female"
31,"Nebraska",2019,8,"0 TO 4","Male"
31,"Nebraska",2019,2,"0 TO 4","Female"
31,"Nebraska",2019,17,"5 TO 14","Male"
31,"Nebraska",2019,6,"5 TO 14","Female"
31,"Nebraska",2019,118,"15 TO 34","Male"
31,"Nebraska",2019,48,"15 TO 34","Female"
31,"Nebraska",2019,123,"35 TO 64","Male"
31,"Nebraska",2019,61,"35 TO 64","Female"
31,"Nebraska",2019,69,">= 65","Male"
31,"Nebraska",2019,27,">= 65","Female"
31,"Nebraska",2020,1,"0 TO 4","Male"
31,"Nebraska",2020,2,"0 TO 4","Female"
31,"Nebraska",2020,5,"5 TO 14","Male"
31,"Nebraska",2020,6,"5 TO 14","Female"
31,"Nebraska",2020,73,"15 TO 34","Male"
31,"Nebraska",2020,49,"15 TO 34","Female"
31,"Nebraska",2020,94,"35 TO 64","Male"
31,"Nebraska",2020,34,"35 TO 64","Female"
31,"Nebraska",2020,43,">= 65","Male"
31,"Nebraska",2020,36,">= 65","Female"
31,"Nebraska",2021,6,"0 TO 4","Male"
31,"Nebraska",2021,5,"0 TO 4","Female"
31,"Nebraska",2021,14,"5 TO 14","Male"
31,"Nebraska",2021,11,"5 TO 14","Female"
31,"Nebraska",2021,94,"15 TO 34","Male"
31,"Nebraska",2021,54,"15 TO 34","Female"
31,"Nebraska",2021,138,"35 TO 64","Male"
31,"Nebraska",2021,60,"35 TO 64","Female"
31,"Nebraska",2021,70,">= 65","Male"
31,"Nebraska",2021,44,">= 65","Female"
31,"Nebraska",2022,8,"0 TO 4","Male"
31,"Nebraska",2022,3,"0 TO 4","Female"
31,"Nebraska",2022,17,"5 TO 14","Male"
31,"Nebraska",2022,16,"5 TO 14","Female"
31,"Nebraska",2022,144,"15 TO 34","Male"
31,"Nebraska",2022,64,"15 TO 34","Female"
31,"Nebraska",2022,149,"35 TO 64","Male"
31,"Nebraska",2022,85,"35 TO 64","Female"
31,"Nebraska",2022,76,">= 65","Male"
31,"Nebraska",2022,49,">= 65","Female"
33,"New Hampshire",2000,0,"0 TO 4","Male"
33,"New Hampshire",2000,0,"0 TO 4","Female"
33,"New Hampshire",2000,2,"5 TO 14","Male"
33,"New Hampshire",2000,0,"5 TO 14","Female"
33,"New Hampshire",2000,22,"15 TO 34","Male"
33,"New Hampshire",2000,9,"15 TO 34","Female"
33,"New Hampshire",2000,12,"35 TO 64","Male"
33,"New Hampshire",2000,10,"35 TO 64","Female"
33,"New Hampshire",2000,7,">= 65","Male"
33,"New Hampshire",2000,8,">= 65","Female"
33,"New Hampshire",2001,1,"0 TO 4","Male"
33,"New Hampshire",2001,4,"0 TO 4","Female"
33,"New Hampshire",2001,6,"5 TO 14","Male"
33,"New Hampshire",2001,11,"5 TO 14","Female"
33,"New Hampshire",2001,56,"15 TO 34","Male"
33,"New Hampshire",2001,34,"15 TO 34","Female"
33,"New Hampshire",2001,55,"35 TO 64","Male"
33,"New Hampshire",2001,29,"35 TO 64","Female"
33,"New Hampshire",2001,19,">= 65","Male"
33,"New Hampshire",2001,11,">= 65","Female"
33,"New Hampshire",2002,3,"0 TO 4","Male"
33,"New Hampshire",2002,2,"0 TO 4","Female"
33,"New Hampshire",2002,8,"5 TO 14","Male"
33,"New Hampshire",2002,14,"5 TO 14","Female"
33,"New Hampshire",2002,53,"15 TO 34","Male"
33,"New Hampshire",2002,38,"15 TO 34","Female"
33,"New Hampshire",2002,68,"35 TO 64","Male"
33,"New Hampshire",2002,42,"35 TO 64","Female"
33,"New Hampshire",2002,27,">= 65","Male"
33,"New Hampshire",2002,26,">= 65","Female"
33,"New Hampshire",2003,0,"0 TO 4","Male"
33,"New Hampshire",2003,1,"0 TO 4","Female"
33,"New Hampshire",2003,6,"5 TO 14","Male"
33,"New Hampshire",2003,4,"5 TO 14","Female"
33,"New Hampshire",2003,37,"15 TO 34","Male"
33,"New Hampshire",2003,22,"15 TO 34","Female"
33,"New Hampshire",2003,49,"35 TO 64","Male"
33,"New Hampshire",2003,20,"35 TO 64","Female"
33,"New Hampshire",2003,10,">= 65","Male"
33,"New Hampshire",2003,16,">= 65","Female"
33,"New Hampshire",2004,1,"0 TO 4","Male"
33,"New Hampshire",2004,3,"0 TO 4","Female"
33,"New Hampshire",2004,4,"5 TO 14","Male"
33,"New Hampshire",2004,2,"5 TO 14","Female"
33,"New Hampshire",2004,27,"15 TO 34","Male"
33,"New Hampshire",2004,14,"15 TO 34","Female"
33,"New Hampshire",2004,32,"35 TO 64","Male"
33,"New Hampshire",2004,15,"35 TO 64","Female"
33,"New Hampshire",2004,10,">= 65","Male"
33,"New Hampshire",2004,5,">= 65","Female"
33,"New Hampshire",2005,0,"0 TO 4","Male"
33,"New Hampshire",2005,1,"0 TO 4","Female"
33,"New Hampshire",2005,2,"5 TO 14","Male"
33,"New Hampshire",2005,9,"5 TO 14","Female"
33,"New Hampshire",2005,55,"15 TO 34","Male"
33,"New Hampshire",2005,27,"15 TO 34","Female"
33,"New Hampshire",2005,58,"35 TO 64","Male"
33,"New Hampshire",2005,26,"35 TO 64","Female"
33,"New Hampshire",2005,18,">= 65","Male"
33,"New Hampshire",2005,28,">= 65","Female"
33,"New Hampshire",2006,2,"0 TO 4","Male"
33,"New Hampshire",2006,2,"0 TO 4","Female"
33,"New Hampshire",2006,15,"5 TO 14","Male"
33,"New Hampshire",2006,9,"5 TO 14","Female"
33,"New Hampshire",2006,62,"15 TO 34","Male"
33,"New Hampshire",2006,30,"15 TO 34","Female"
33,"New Hampshire",2006,48,"35 TO 64","Male"
33,"New Hampshire",2006,32,"35 TO 64","Female"
33,"New Hampshire",2006,24,">= 65","Male"
33,"New Hampshire",2006,11,">= 65","Female"
33,"New Hampshire",2007,2,"0 TO 4","Male"
33,"New Hampshire",2007,0,"0 TO 4","Female"
33,"New Hampshire",2007,6,"5 TO 14","Male"
33,"New Hampshire",2007,6,"5 TO 14","Female"
33,"New Hampshire",2007,54,"15 TO 34","Male"
33,"New Hampshire",2007,24,"15 TO 34","Female"
33,"New Hampshire",2007,45,"35 TO 64","Male"
33,"New Hampshire",2007,22,"35 TO 64","Female"
33,"New Hampshire",2007,16,">= 65","Male"
33,"New Hampshire",2007,16,">= 65","Female"
33,"New Hampshire",2008,2,"0 TO 4","Male"
33,"New Hampshire",2008,1,"0 TO 4","Female"
33,"New Hampshire",2008,11,"5 TO 14","Male"
33,"New Hampshire",2008,2,"5 TO 14","Female"
33,"New Hampshire",2008,40,"15 TO 34","Male"
33,"New Hampshire",2008,20,"15 TO 34","Female"
33,"New Hampshire",2008,52,"35 TO 64","Male"
33,"New Hampshire",2008,31,"35 TO 64","Female"
33,"New Hampshire",2008,13,">= 65","Male"
33,"New Hampshire",2008,13,">= 65","Female"
33,"New Hampshire",2009,2,"0 TO 4","Male"
33,"New Hampshire",2009,0,"0 TO 4","Female"
33,"New Hampshire",2009,7,"5 TO 14","Male"
33,"New Hampshire",2009,4,"5 TO 14","Female"
33,"New Hampshire",2009,21,"15 TO 34","Male"
33,"New Hampshire",2009,16,"15 TO 34","Female"
33,"New Hampshire",2009,22,"35 TO 64","Male"
33,"New Hampshire",2009,11,"35 TO 64","Female"
33,"New Hampshire",2009,11,">= 65","Male"
33,"New Hampshire",2009,9,">= 65","Female"
33,"New Hampshire",2010,2,"0 TO 4","Male"
33,"New Hampshire",2010,2,"0 TO 4","Female"
33,"New Hampshire",2010,12,"5 TO 14","Male"
33,"New Hampshire",2010,3,"5 TO 14","Female"
33,"New Hampshire",2010,39,"15 TO 34","Male"
33,"New Hampshire",2010,23,"15 TO 34","Female"
33,"New Hampshire",2010,48,"35 TO 64","Male"
33,"New Hampshire",2010,29,"35 TO 64","Female"
33,"New Hampshire",2010,10,">= 65","Male"
33,"New Hampshire",2010,8,">= 65","Female"
33,"New Hampshire",2012,1,"0 TO 4","Male"
33,"New Hampshire",2012,0,"0 TO 4","Female"
33,"New Hampshire",2012,5,"5 TO 14","Male"
33,"New Hampshire",2012,1,"5 TO 14","Female"
33,"New Hampshire",2012,54,"15 TO 34","Male"
33,"New Hampshire",2012,31,"15 TO 34","Female"
33,"New Hampshire",2012,52,"35 TO 64","Male"
33,"New Hampshire",2012,22,"35 TO 64","Female"
33,"New Hampshire",2012,21,">= 65","Male"
33,"New Hampshire",2012,18,">= 65","Female"
33,"New Hampshire",2013,2,"0 TO 4","Male"
33,"New Hampshire",2013,2,"0 TO 4","Female"
33,"New Hampshire",2013,5,"5 TO 14","Male"
33,"New Hampshire",2013,6,"5 TO 14","Female"
33,"New Hampshire",2013,59,"15 TO 34","Male"
33,"New Hampshire",2013,32,"15 TO 34","Female"
33,"New Hampshire",2013,64,"35 TO 64","Male"
33,"New Hampshire",2013,42,"35 TO 64","Female"
33,"New Hampshire",2013,23,">= 65","Male"
33,"New Hampshire",2013,22,">= 65","Female"
33,"New Hampshire",2014,4,"0 TO 4","Male"
33,"New Hampshire",2014,1,"0 TO 4","Female"
33,"New Hampshire",2014,5,"5 TO 14","Male"
33,"New Hampshire",2014,4,"5 TO 14","Female"
33,"New Hampshire",2014,39,"15 TO 34","Male"
33,"New Hampshire",2014,19,"15 TO 34","Female"
33,"New Hampshire",2014,46,"35 TO 64","Male"
33,"New Hampshire",2014,17,"35 TO 64","Female"
33,"New Hampshire",2014,12,">= 65","Male"
33,"New Hampshire",2014,5,">= 65","Female"
33,"New Hampshire",2015,0,"0 TO 4","Male"
33,"New Hampshire",2015,1,"0 TO 4","Female"
33,"New Hampshire",2015,8,"5 TO 14","Male"
33,"New Hampshire",2015,10,"5 TO 14","Female"
33,"New Hampshire",2015,33,"15 TO 34","Male"
33,"New Hampshire",2015,17,"15 TO 34","Female"
33,"New Hampshire",2015,39,"35 TO 64","Male"
33,"New Hampshire",2015,13,"35 TO 64","Female"
33,"New Hampshire",2015,15,">= 65","Male"
33,"New Hampshire",2015,14,">= 65","Female"
33,"New Hampshire",2016,2,"0 TO 4","Male"
33,"New Hampshire",2016,1,"0 TO 4","Female"
33,"New Hampshire",2016,8,"5 TO 14","Male"
33,"New Hampshire",2016,12,"5 TO 14","Female"
33,"New Hampshire",2016,31,"15 TO 34","Male"
33,"New Hampshire",2016,28,"15 TO 34","Female"
33,"New Hampshire",2016,46,"35 TO 64","Male"
33,"New Hampshire",2016,27,"35 TO 64","Female"
33,"New Hampshire",2016,30,">= 65","Male"
33,"New Hampshire",2016,13,">= 65","Female"
33,"New Hampshire",2017,5,"0 TO 4","Male"
33,"New Hampshire",2017,0,"0 TO 4","Female"
33,"New Hampshire",2017,7,"5 TO 14","Male"
33,"New Hampshire",2017,11,"5 TO 14","Female"
33,"New Hampshire",2017,41,"15 TO 34","Male"
33,"New Hampshire",2017,18,"15 TO 34","Female"
33,"New Hampshire",2017,38,"35 TO 64","Male"
33,"New Hampshire",2017,20,"35 TO 64","Female"
33,"New Hampshire",2017,28,">= 65","Male"
33,"New Hampshire",2017,9,">= 65","Female"
33,"New Hampshire",2018,3,"0 TO 4","Male"
33,"New Hampshire",2018,8,"0 TO 4","Female"
33,"New Hampshire",2018,9,"5 TO 14","Male"
33,"New Hampshire",2018,7,"5 TO 14","Female"
33,"New Hampshire",2018,58,"15 TO 34","Male"
33,"New Hampshire",2018,40,"15 TO 34","Female"
33,"New Hampshire",2018,59,"35 TO 64","Male"
33,"New Hampshire",2018,36,"35 TO 64","Female"
33,"New Hampshire",2018,28,">= 65","Male"
33,"New Hampshire",2018,23,">= 65","Female"
33,"New Hampshire",2019,2,"0 TO 4","Male"
33,"New Hampshire",2019,3,"0 TO 4","Female"
33,"New Hampshire",2019,5,"5 TO 14","Male"
33,"New Hampshire",2019,8,"5 TO 14","Female"
33,"New Hampshire",2019,36,"15 TO 34","Male"
33,"New Hampshire",2019,29,"15 TO 34","Female"
33,"New Hampshire",2019,51,"35 TO 64","Male"
33,"New Hampshire",2019,23,"35 TO 64","Female"
33,"New Hampshire",2019,20,">= 65","Male"
33,"New Hampshire",2019,12,">= 65","Female"
33,"New Hampshire",2020,2,"0 TO 4","Male"
33,"New Hampshire",2020,2,"0 TO 4","Female"
33,"New Hampshire",2020,2,"5 TO 14","Male"
33,"New Hampshire",2020,3,"5 TO 14","Female"
33,"New Hampshire",2020,32,"15 TO 34","Male"
33,"New Hampshire",2020,15,"15 TO 34","Female"
33,"New Hampshire",2020,47,"35 TO 64","Male"
33,"New Hampshire",2020,21,"35 TO 64","Female"
33,"New Hampshire",2020,28,">= 65","Male"
33,"New Hampshire",2020,9,">= 65","Female"
33,"New Hampshire",2021,1,"0 TO 4","Male"
33,"New Hampshire",2021,1,"0 TO 4","Female"
33,"New Hampshire",2021,7,"5 TO 14","Male"
33,"New Hampshire",2021,2,"5 TO 14","Female"
33,"New Hampshire",2021,43,"15 TO 34","Male"
33,"New Hampshire",2021,10,"15 TO 34","Female"
33,"New Hampshire",2021,64,"35 TO 64","Male"
33,"New Hampshire",2021,37,"35 TO 64","Female"
33,"New Hampshire",2021,30,">= 65","Male"
33,"New Hampshire",2021,22,">= 65","Female"
34,"New Jersey",2004,8,"0 TO 4","Male"
34,"New Jersey",2004,4,"0 TO 4","Female"
34,"New Jersey",2004,36,"5 TO 14","Male"
34,"New Jersey",2004,33,"5 TO 14","Female"
34,"New Jersey",2004,105,"15 TO 34","Male"
34,"New Jersey",2004,63,"15 TO 34","Female"
34,"New Jersey",2004,129,"35 TO 64","Male"
34,"New Jersey",2004,36,"35 TO 64","Female"
34,"New Jersey",2004,31,">= 65","Male"
34,"New Jersey",2004,35,">= 65","Female"
34,"New Jersey",2005,9,"0 TO 4","Male"
34,"New Jersey",2005,5,"0 TO 4","Female"
34,"New Jersey",2005,46,"5 TO 14","Male"
34,"New Jersey",2005,45,"5 TO 14","Female"
34,"New Jersey",2005,208,"15 TO 34","Male"
34,"New Jersey",2005,99,"15 TO 34","Female"
34,"New Jersey",2005,246,"35 TO 64","Male"
34,"New Jersey",2005,100,"35 TO 64","Female"
34,"New Jersey",2005,93,">= 65","Male"
34,"New Jersey",2005,74,">= 65","Female"
34,"New Jersey",2006,14,"0 TO 4","Male"
34,"New Jersey",2006,7,"0 TO 4","Female"
34,"New Jersey",2006,39,"5 TO 14","Male"
34,"New Jersey",2006,35,"5 TO 14","Female"
34,"New Jersey",2006,202,"15 TO 34","Male"
34,"New Jersey",2006,93,"15 TO 34","Female"
34,"New Jersey",2006,240,"35 TO 64","Male"
34,"New Jersey",2006,106,"35 TO 64","Female"
34,"New Jersey",2006,80,">= 65","Male"
34,"New Jersey",2006,59,">= 65","Female"
34,"New Jersey",2007,4,"0 TO 4","Male"
34,"New Jersey",2007,7,"0 TO 4","Female"
34,"New Jersey",2007,29,"5 TO 14","Male"
34,"New Jersey",2007,41,"5 TO 14","Female"
34,"New Jersey",2007,144,"15 TO 34","Male"
34,"New Jersey",2007,69,"15 TO 34","Female"
34,"New Jersey",2007,191,"35 TO 64","Male"
34,"New Jersey",2007,58,"35 TO 64","Female"
34,"New Jersey",2007,57,">= 65","Male"
34,"New Jersey",2007,40,">= 65","Female"
34,"New Jersey",2008,10,"0 TO 4","Male"
34,"New Jersey",2008,16,"0 TO 4","Female"
34,"New Jersey",2008,38,"5 TO 14","Male"
34,"New Jersey",2008,46,"5 TO 14","Female"
34,"New Jersey",2008,167,"15 TO 34","Male"
34,"New Jersey",2008,106,"15 TO 34","Female"
34,"New Jersey",2008,216,"35 TO 64","Male"
34,"New Jersey",2008,82,"35 TO 64","Female"
34,"New Jersey",2008,63,">= 65","Male"
34,"New Jersey",2008,70,">= 65","Female"
34,"New Jersey",2009,6,"0 TO 4","Male"
34,"New Jersey",2009,5,"0 TO 4","Female"
34,"New Jersey",2009,20,"5 TO 14","Male"
34,"New Jersey",2009,16,"5 TO 14","Female"
34,"New Jersey",2009,100,"15 TO 34","Male"
34,"New Jersey",2009,43,"15 TO 34","Female"
34,"New Jersey",2009,118,"35 TO 64","Male"
34,"New Jersey",2009,47,"35 TO 64","Female"
34,"New Jersey",2009,33,">= 65","Male"
34,"New Jersey",2009,30,">= 65","Female"
34,"New Jersey",2010,11,"0 TO 4","Male"
34,"New Jersey",2010,10,"0 TO 4","Female"
34,"New Jersey",2010,66,"5 TO 14","Male"
34,"New Jersey",2010,49,"5 TO 14","Female"
34,"New Jersey",2010,248,"15 TO 34","Male"
34,"New Jersey",2010,135,"15 TO 34","Female"
34,"New Jersey",2010,317,"35 TO 64","Male"
